Description,Code,Selling,Buying_TT,Buting_Notes,Scrape_time,Buying_Notes
Canadian Dollar,CAD,16.762577,16.16423,,2025-12-26,16.065867
Swiss Franc,CHF,29.140079,28.08109,,2025-12-26,27.910211
Danish Kroner,DKK,3.614997,3.485513,,2025-12-26,3.464303
Indian Rupee,INR,0.255705,0.246171,,2025-12-26,0.244673
Japanese Yen,JPY,0.145661,0.14244,,2025-12-26,0.14244
Namibia Dollar,NAD,1.375731,1.32627,,2025-12-26,1.3182
Norwegian Krone,NOK,2.300525,2.200258,,2025-12-26,2.186869
New Zealand Dollar,NZD,13.387908,12.832078,,2025-12-26,12.832078
Swedish Krona,SEK,2.505684,2.403506,,2025-12-26,2.38888
South African Rand,ZAR,1.367249,1.206726,,2025-12-26,1.206726
Euro,EUR,26.863702,26.26668,,2025-12-27,26.26668
Pound Sterling,GBP,30.799309,30.10689,,2025-12-27,30.10689
US Dollar,USD,22.7304,22.32,,2025-12-27,22.32
Australian Dollar,AUD,15.458972,14.901665,,2025-12-27,14.810985
Botswana Pula,BWP,1.653772,1.566261,,2025-12-27,1.55673
Canadian Dollar,CAD,16.848081,16.249176,,2025-12-27,16.150297
Swiss Franc,CHF,29.185383,28.14641,,2025-12-27,27.975133
Danish Kroner,DKK,3.631756,3.502637,,2025-12-27,3.481322
Indian Rupee,INR,0.256296,0.247101,,2025-12-27,0.245598
Japanese Yen,JPY,0.145717,0.142505,,2025-12-27,0.142505
Namibia Dollar,NAD,1.382072,1.332104,,2025-12-27,1.323998
Norwegian Krone,NOK,2.306836,2.218966,,2025-12-27,2.205463
New Zealand Dollar,NZD,13.425684,12.85956,,2025-12-27,12.85956
Swedish Krona,SEK,2.512864,2.423028,,2025-12-27,2.408283
South African Rand,ZAR,1.367282,1.336032,,2025-12-27,1.336032
Euro,EUR,26.863702,26.26668,,2025-12-28,26.26668
Pound Sterling,GBP,30.799309,30.10689,,2025-12-28,30.10689
US Dollar,USD,22.7304,22.32,,2025-12-28,22.32
Australian Dollar,AUD,15.458972,14.901665,,2025-12-28,14.810985
Botswana Pula,BWP,1.653772,1.566261,,2025-12-28,1.55673
Canadian Dollar,CAD,16.848081,16.249176,,2025-12-28,16.150297
Swiss Franc,CHF,29.185383,28.14641,,2025-12-28,27.975133
Danish Kroner,DKK,3.631756,3.502637,,2025-12-28,3.481322
Indian Rupee,INR,0.256296,0.247101,,2025-12-28,0.245598
Japanese Yen,JPY,0.145717,0.142505,,2025-12-28,0.142505
Namibia Dollar,NAD,1.382072,1.332104,,2025-12-28,1.323998
Norwegian Krone,NOK,2.306836,2.218966,,2025-12-28,2.205463
New Zealand Dollar,NZD,13.425684,12.85956,,2025-12-28,12.85956
Swedish Krona,SEK,2.512864,2.423028,,2025-12-28,2.408283
South African Rand,ZAR,1.367282,1.336032,,2025-12-28,1.336032
Euro,EUR,26.863702,26.26668,,2025-12-29,26.26668
Pound Sterling,GBP,30.799309,30.10689,,2025-12-29,30.10689
US Dollar,USD,22.7304,22.32,,2025-12-29,22.32
Australian Dollar,AUD,15.458972,14.901665,,2025-12-29,14.810985
Botswana Pula,BWP,1.653772,1.566261,,2025-12-29,1.55673
Canadian Dollar,CAD,16.848081,16.249176,,2025-12-29,16.150297
Swiss Franc,CHF,29.185383,28.14641,,2025-12-29,27.975133
Danish Kroner,DKK,3.631756,3.502637,,2025-12-29,3.481322
Indian Rupee,INR,0.256296,0.247101,,2025-12-29,0.245598
Japanese Yen,JPY,0.145717,0.142505,,2025-12-29,0.142505
Namibia Dollar,NAD,1.382072,1.332104,,2025-12-29,1.323998
Norwegian Krone,NOK,2.306836,2.218966,,2025-12-29,2.205463
New Zealand Dollar,NZD,13.425684,12.85956,,2025-12-29,12.85956
Swedish Krona,SEK,2.512864,2.423028,,2025-12-29,2.408283
South African Rand,ZAR,1.367282,1.336032,,2025-12-29,1.336032
Euro,EUR,26.632973,26.040678,,2025-12-30,26.040678
Pound Sterling,GBP,30.526563,29.842011,,2025-12-30,29.842011
US Dollar,USD,22.5792,22.1712,,2025-12-30,22.1712
Australian Dollar,AUD,15.287597,14.74282,,2025-12-30,14.653107
Botswana Pula,BWP,1.875821,1.553616,,2025-12-30,1.544162
Canadian Dollar,CAD,16.687117,16.093698,,2025-12-30,15.995764
Swiss Franc,CHF,28.932506,27.891533,,2025-12-30,27.721807
Danish Kroner,DKK,3.601173,3.473199,,2025-12-30,3.452064
Indian Rupee,INR,0.254166,0.245113,,2025-12-30,0.243621
Japanese Yen,JPY,0.144905,0.141709,,2025-12-30,0.141709
Namibia Dollar,NAD,1.368857,1.320037,,2025-12-30,1.312005
Norwegian Krone,NOK,2.271805,2.190632,,2025-12-30,2.177302
New Zealand Dollar,NZD,13.244986,12.690598,,2025-12-30,12.690598
Swedish Krona,SEK,2.484559,2.395728,,2025-12-30,2.381149
South African Rand,ZAR,1.355745,1.325337,,2025-12-30,1.325337
Euro,EUR,26.438896,25.852721,,2025-12-31,25.852721
Pound Sterling,GBP,30.31765,29.637333,,2025-12-31,29.637333
US Dollar,USD,22.428,22.0224,,2025-12-31,22.0224
Australian Dollar,AUD,15.196572,14.650442,,2025-12-31,14.561291
Botswana Pula,BWP,1.629501,1.545378,,2025-12-31,1.535974
Canadian Dollar,CAD,16.560858,15.971689,,2025-12-31,15.874498
Swiss Franc,CHF,28.738762,27.704341,,2025-12-31,27.535755
Danish Kroner,DKK,3.575311,3.447824,,2025-12-31,3.426843
Indian Rupee,INR,0.252644,0.243633,,2025-12-31,0.24215
Japanese Yen,JPY,0.143879,0.140695,,2025-12-31,0.140695
Namibia Dollar,NAD,1.364448,1.315765,,2025-12-31,1.307759
Norwegian Krone,NOK,2.259535,2.174935,,2025-12-31,2.1617
New Zealand Dollar,NZD,13.160831,12.609778,,2025-12-31,12.609778
Swedish Krona,SEK,2.469613,2.381124,,2025-12-31,2.366635
South African Rand,ZAR,1.35112,1.320793,,2025-12-31,1.320793
Euro,EUR,26.321186,25.737481,,2026-01-01,25.737481
Pound Sterling,GBP,30.166559,29.489447,,2026-01-01,29.489447
US Dollar,USD,22.3776,21.9728,,2026-01-01,21.9728
Australian Dollar,AUD,15.128456,14.584685,,2026-01-01,14.495935
Botswana Pula,BWP,1.865866,1.546265,,2026-01-01,1.536856
Canadian Dollar,CAD,16.528467,15.940369,,2026-01-01,15.843369
Swiss Franc,CHF,28.580083,27.547805,,2026-01-01,27.380172
Danish Kroner,DKK,3.558867,3.432274,,2026-01-01,3.411388
Indian Rupee,INR,0.251995,0.243006,,2026-01-01,0.241527
Japanese Yen,JPY,0.142943,0.139788,,2026-01-01,0.139788
Namibia Dollar,NAD,1.366855,1.318086,,2026-01-01,1.310066
Norwegian Krone,NOK,2.250335,2.166055,,2026-01-01,2.152874
New Zealand Dollar,NZD,13.061059,12.511915,,2026-01-01,12.511915
Swedish Krona,SEK,2.457858,2.370064,,2026-01-01,2.355641
South African Rand,ZAR,1.353577,1.323186,,2026-01-01,1.323186
Euro,EUR,26.279801,25.696886,,2026-01-02,25.696886
Pound Sterling,GBP,30.145596,29.475389,,2026-01-02,29.475389
US Dollar,USD,22.3272,21.9232,,2026-01-02,21.9232
Australian Dollar,AUD,15.080828,14.53433,,2026-01-02,14.445886
Botswana Pula,BWP,1.624437,1.538416,,2026-01-02,1.529055
Canadian Dollar,CAD,16.462402,15.876576,,2026-01-02,15.779964
Swiss Franc,CHF,28.515714,27.489088,,2026-01-02,27.321812
Danish Kroner,DKK,3.553141,3.42641,,2026-01-02,3.40556
Indian Rupee,INR,0.251138,0.242192,,2026-01-02,0.240718
Japanese Yen,JPY,0.142776,0.139606,,2026-01-02,0.139606
Namibia Dollar,NAD,1.36875,1.319339,,2026-01-02,1.311311
Norwegian Krone,NOK,2.242437,2.155245,,2026-01-02,2.14213
New Zealand Dollar,NZD,12.988716,12.442521,,2026-01-02,12.442521
Swedish Krona,SEK,2.456589,2.360999,,2026-01-02,2.346632
South African Rand,ZAR,1.353577,1.323186,,2026-01-02,1.323186
Euro,EUR,26.122507,25.540664,,2026-01-03,25.540664
Pound Sterling,GBP,29.993086,29.321641,,2026-01-03,29.321641
US Dollar,USD,22.239,21.8364,,2026-01-03,21.8364
Australian Dollar,AUD,15.057259,14.515853,,2026-01-03,14.427521
Botswana Pula,BWP,1.62252,1.538837,,2026-01-03,1.529473
Canadian Dollar,CAD,16.38066,15.796452,,2026-01-03,15.700328
Swiss Franc,CHF,28.385154,27.359542,,2026-01-03,27.193054
Danish Kroner,DKK,3.531385,3.405722,,2026-01-03,3.384997
Indian Rupee,INR,0.249587,0.24068,,2026-01-03,0.239216
Japanese Yen,JPY,0.14203,0.138893,,2026-01-03,0.138893
Namibia Dollar,NAD,1.362732,1.314092,,2026-01-03,1.306095
Norwegian Krone,NOK,2.235509,2.155666,,2026-01-03,2.142549
New Zealand Dollar,NZD,12.980163,12.436402,,2026-01-03,12.436402
Swedish Krona,SEK,2.44123,2.354099,,2026-01-03,2.339774
South African Rand,ZAR,1.350083,1.31955,,2026-01-03,1.31955
Euro,EUR,26.122507,25.540664,,2026-01-04,25.540664
Pound Sterling,GBP,29.993086,29.321641,,2026-01-04,29.321641
US Dollar,USD,22.239,21.8364,,2026-01-04,21.8364
Australian Dollar,AUD,15.057259,14.515853,,2026-01-04,14.427521
Botswana Pula,BWP,1.62252,1.538837,,2026-01-04,1.529473
Canadian Dollar,CAD,16.38066,15.796452,,2026-01-04,15.700328
Swiss Franc,CHF,28.385154,27.359542,,2026-01-04,27.193054
Danish Kroner,DKK,3.531385,3.405722,,2026-01-04,3.384997
Indian Rupee,INR,0.249587,0.24068,,2026-01-04,0.239216
Japanese Yen,JPY,0.14203,0.138893,,2026-01-04,0.138893
Namibia Dollar,NAD,1.362732,1.314092,,2026-01-04,1.306095
Norwegian Krone,NOK,2.235509,2.155666,,2026-01-04,2.142549
New Zealand Dollar,NZD,12.980163,12.436402,,2026-01-04,12.436402
Swedish Krona,SEK,2.44123,2.354099,,2026-01-04,2.339774
South African Rand,ZAR,1.350083,1.31955,,2026-01-04,1.31955
Euro,EUR,26.122507,25.540664,,2026-01-05,25.540664
Pound Sterling,GBP,29.993086,29.321641,,2026-01-05,29.321641
US Dollar,USD,22.239,21.8364,,2026-01-05,21.8364
Australian Dollar,AUD,15.057259,14.515853,,2026-01-05,14.427521
Botswana Pula,BWP,1.62252,1.538837,,2026-01-05,1.529473
Canadian Dollar,CAD,16.38066,15.796452,,2026-01-05,15.700328
Swiss Franc,CHF,28.385154,27.359542,,2026-01-05,27.193054
Danish Kroner,DKK,3.531385,3.405722,,2026-01-05,3.384997
Indian Rupee,INR,0.249587,0.24068,,2026-01-05,0.239216
Japanese Yen,JPY,0.14203,0.138893,,2026-01-05,0.138893
Namibia Dollar,NAD,1.362732,1.314092,,2026-01-05,1.306095
Norwegian Krone,NOK,2.235509,2.155666,,2026-01-05,2.142549
New Zealand Dollar,NZD,12.980163,12.436402,,2026-01-05,12.436402
Swedish Krona,SEK,2.44123,2.354099,,2026-01-05,2.339774
South African Rand,ZAR,1.350083,1.31955,,2026-01-05,1.31955
Euro,EUR,24.82376,24.270246,,2026-01-06,24.270246
Pound Sterling,GBP,28.603877,27.968787,,2026-01-06,27.968787
US Dollar,USD,21.2184,20.832,,2026-01-06,20.832
Australian Dollar,AUD,14.342628,13.825396,,2026-01-06,13.741266
Botswana Pula,BWP,1.552353,1.472197,,2026-01-06,1.463238
Canadian Dollar,CAD,15.564335,15.004348,,2026-01-06,14.913044
Swiss Franc,CHF,27.00415,26.025641,,2026-01-06,25.86727
Danish Kroner,DKK,3.35605,3.236324,,2026-01-06,3.21663
Indian Rupee,INR,0.237777,0.229267,,2026-01-06,0.227872
Japanese Yen,JPY,0.135564,0.132556,,2026-01-06,0.132556
Namibia Dollar,NAD,1.303833,1.257149,,2026-01-06,1.249499
Norwegian Krone,NOK,2.128455,2.052172,,2026-01-06,2.039684
New Zealand Dollar,NZD,12.365149,11.845848,,2026-01-06,11.845848
Swedish Krona,SEK,2.322972,2.239867,,2026-01-06,2.226237
South African Rand,ZAR,1.291058,1.261912,,2026-01-06,1.261912
Euro,EUR,24.784122,24.233299,,2026-01-07,24.233299
Pound Sterling,GBP,28.62034,27.97837,,2026-01-07,27.97837
US Dollar,USD,21.1176,20.7328,,2026-01-07,20.7328
Australian Dollar,AUD,14.377063,13.860537,,2026-01-07,13.776193
Botswana Pula,BWP,1.698836,1.469308,,2026-01-07,1.460367
Canadian Dollar,CAD,15.518519,14.962172,,2026-01-07,14.871125
Swiss Franc,CHF,26.957235,25.986633,,2026-01-07,25.828499
Danish Kroner,DKK,3.349373,3.229798,,2026-01-07,3.210144
Indian Rupee,INR,0.237154,0.228664,,2026-01-07,0.227272
Japanese Yen,JPY,0.135343,0.132312,,2026-01-07,0.132312
Namibia Dollar,NAD,1.306198,1.259413,,2026-01-07,1.251749
Norwegian Krone,NOK,2.132741,2.056319,,2026-01-07,2.043806
New Zealand Dollar,NZD,12.376925,11.859078,,2026-01-07,11.859078
Swedish Krona,SEK,2.324031,2.240739,,2026-01-07,2.227103
South African Rand,ZAR,1.293763,1.264345,,2026-01-07,1.264345
Euro,EUR,23.56081,23.034409,,2026-01-08,23.034409
Pound Sterling,GBP,27.197795,26.584529,,2026-01-08,26.584529
US Dollar,USD,20.1096,19.7408,,2026-01-08,19.7408
Australian Dollar,AUD,13.717261,13.222862,,2026-01-08,13.142398
Botswana Pula,BWP,1.485477,1.393119,,2026-01-08,1.384642
Canadian Dollar,CAD,14.750997,14.220467,,2026-01-08,14.133933
Swiss Franc,CHF,25.570495,24.646904,,2026-01-08,24.496923
Danish Kroner,DKK,3.184507,3.070257,,2026-01-08,3.051574
Indian Rupee,INR,0.226578,0.218443,,2026-01-08,0.217114
Japanese Yen,JPY,0.128817,0.125941,,2026-01-08,0.125941
Namibia Dollar,NAD,1.239508,1.19497,,2026-01-08,1.187698
Norwegian Krone,NOK,2.026934,1.954128,,2026-01-08,1.942237
New Zealand Dollar,NZD,11.790211,11.293608,,2026-01-08,11.293608
Swedish Krona,SEK,2.218141,2.138502,,2026-01-08,2.125489
South African Rand,ZAR,1.227505,1.199635,,2026-01-08,1.199635
Euro,EUR,23.029177,22.513491,,2026-01-09,22.513491
Pound Sterling,GBP,26.506359,25.90731,,2026-01-09,25.90731
US Dollar,USD,20.0,19.617,,2026-01-09,19.617
Australian Dollar,AUD,13.346511,12.864786,,2026-01-09,12.786501
Botswana Pula,BWP,1.573345,1.359349,,2026-01-09,1.351077
Canadian Dollar,CAD,14.384332,13.866292,,2026-01-09,13.781913
Swiss Franc,CHF,24.985591,24.081914,,2026-01-09,23.935371
Danish Kroner,DKK,3.112571,3.000983,,2026-01-09,2.982722
Indian Rupee,INR,0.221816,0.213838,,2026-01-09,0.212536
Japanese Yen,JPY,0.1258,0.122985,,2026-01-09,0.122985
Namibia Dollar,NAD,1.206535,1.16313,,2026-01-09,1.156052
Norwegian Krone,NOK,1.975158,1.901893,,2026-01-09,1.89032
New Zealand Dollar,NZD,11.458099,10.974873,,2026-01-09,10.974873
Swedish Krona,SEK,2.160338,2.082535,,2026-01-09,2.069862
South African Rand,ZAR,1.194706,1.167877,,2026-01-09,1.167877
Euro,EUR,22.881914,22.367308,,2026-01-10,22.367308
Pound Sterling,GBP,26.398279,25.80134,,2026-01-10,25.80134
US Dollar,USD,19.6056,19.2448,,2026-01-10,19.2448
Australian Dollar,AUD,13.272291,12.794987,,2026-01-10,12.717127
Botswana Pula,BWP,1.442295,1.356204,,2026-01-10,1.347951
Canadian Dollar,CAD,14.297348,13.781268,,2026-01-10,13.697406
Swiss Franc,CHF,24.820468,23.922461,,2026-01-10,23.776889
Danish Kroner,DKK,3.092403,2.981452,,2026-01-10,2.963309
Indian Rupee,INR,0.22014,0.212219,,2026-01-10,0.210928
Japanese Yen,JPY,0.124775,0.121982,,2026-01-10,0.121982
Namibia Dollar,NAD,1.204327,1.160979,,2026-01-10,1.153914
Norwegian Krone,NOK,1.964316,1.893601,,2026-01-10,1.882078
New Zealand Dollar,NZD,11.383618,10.903382,,2026-01-10,10.903382
Swedish Krona,SEK,2.152623,2.075204,,2026-01-10,2.062576
South African Rand,ZAR,1.192744,1.165413,,2026-01-10,1.165413
Euro,EUR,22.881914,22.367308,,2026-01-11,22.367308
Pound Sterling,GBP,26.398279,25.80134,,2026-01-11,25.80134
US Dollar,USD,19.6056,19.2448,,2026-01-11,19.2448
Australian Dollar,AUD,13.272291,12.794987,,2026-01-11,12.717127
Botswana Pula,BWP,1.442295,1.356204,,2026-01-11,1.347951
Canadian Dollar,CAD,14.297348,13.781268,,2026-01-11,13.697406
Swiss Franc,CHF,24.820468,23.922461,,2026-01-11,23.776889
Danish Kroner,DKK,3.092403,2.981452,,2026-01-11,2.963309
Indian Rupee,INR,0.22014,0.212219,,2026-01-11,0.210928
Japanese Yen,JPY,0.124775,0.121982,,2026-01-11,0.121982
Namibia Dollar,NAD,1.204327,1.160979,,2026-01-11,1.153914
Norwegian Krone,NOK,1.964316,1.893601,,2026-01-11,1.882078
New Zealand Dollar,NZD,11.383618,10.903382,,2026-01-11,10.903382
Swedish Krona,SEK,2.152623,2.075204,,2026-01-11,2.062576
South African Rand,ZAR,1.192744,1.165413,,2026-01-11,1.165413
Euro,EUR,22.881914,22.367308,,2026-01-12,22.367308
Pound Sterling,GBP,26.398279,25.80134,,2026-01-12,25.80134
US Dollar,USD,19.6056,19.2448,,2026-01-12,19.2448
Australian Dollar,AUD,13.272291,12.794987,,2026-01-12,12.717127
Botswana Pula,BWP,1.442295,1.356204,,2026-01-12,1.347951
Canadian Dollar,CAD,14.297348,13.781268,,2026-01-12,13.697406
Swiss Franc,CHF,24.820468,23.922461,,2026-01-12,23.776889
Danish Kroner,DKK,3.092403,2.981452,,2026-01-12,2.963309
Indian Rupee,INR,0.22014,0.212219,,2026-01-12,0.210928
Japanese Yen,JPY,0.124775,0.121982,,2026-01-12,0.121982
Namibia Dollar,NAD,1.204327,1.160979,,2026-01-12,1.153914
Norwegian Krone,NOK,1.964316,1.893601,,2026-01-12,1.882078
New Zealand Dollar,NZD,11.383618,10.903382,,2026-01-12,10.903382
Swedish Krona,SEK,2.152623,2.075204,,2026-01-12,2.062576
South African Rand,ZAR,1.192744,1.165413,,2026-01-12,1.165413
Euro,EUR,22.968349,22.453735,,2026-01-13,22.453735
Pound Sterling,GBP,26.492573,25.885847,,2026-01-13,25.885847
US Dollar,USD,19.6056,19.2448,,2026-01-13,19.2448
Australian Dollar,AUD,13.325856,12.840895,,2026-01-13,12.762756
Botswana Pula,BWP,1.573233,1.360029,,2026-01-13,1.351753
Canadian Dollar,CAD,14.301471,13.786234,,2026-01-13,13.702342
Swiss Franc,CHF,24.917106,24.009539,,2026-01-13,23.863437
Danish Kroner,DKK,3.104549,2.992553,,2026-01-13,2.974343
Indian Rupee,INR,0.220035,0.212118,,2026-01-13,0.210828
Japanese Yen,JPY,0.124466,0.121657,,2026-01-13,0.121657
Namibia Dollar,NAD,1.210426,1.166857,,2026-01-13,1.159756
Norwegian Krone,NOK,1.973441,1.902358,,2026-01-13,1.890782
New Zealand Dollar,NZD,11.443135,10.958517,,2026-01-13,10.958517
Swedish Krona,SEK,2.166965,2.088892,,2026-01-13,2.076181
South African Rand,ZAR,1.198932,1.171455,,2026-01-13,1.171455
Euro,EUR,22.982096,22.467317,,2026-01-14,22.467317
Pound Sterling,GBP,26.540982,25.946786,,2026-01-14,25.946786
US Dollar,USD,19.656,19.2944,,2026-01-14,19.2944
Australian Dollar,AUD,13.34619,12.864401,,2026-01-14,12.786119
Botswana Pula,BWP,1.45197,1.361617,,2026-01-14,1.353331
Canadian Dollar,CAD,14.341337,13.823758,,2026-01-14,13.739638
Swiss Franc,CHF,24.918567,24.017157,,2026-01-14,23.871008
Danish Kroner,DKK,3.105968,2.994504,,2026-01-14,2.976282
Indian Rupee,INR,0.220415,0.212486,,2026-01-14,0.211193
Japanese Yen,JPY,0.123961,0.121165,,2026-01-14,0.121165
Namibia Dollar,NAD,1.213175,1.168873,,2026-01-14,1.16176
Norwegian Krone,NOK,1.973136,1.902153,,2026-01-14,1.890578
New Zealand Dollar,NZD,11.468574,10.98676,,2026-01-14,10.98676
Swedish Krona,SEK,2.165157,2.08721,,2026-01-14,2.074509
South African Rand,ZAR,1.200549,1.173043,,2026-01-14,1.173043
Euro,EUR,23.317321,22.794006,,2026-01-15,22.794006
Pound Sterling,GBP,26.911683,26.304389,,2026-01-15,26.304389
US Dollar,USD,19.97352,19.60688,,2026-01-15,19.60688
Australian Dollar,AUD,13.501148,13.01428,,2026-01-15,12.935086
Botswana Pula,BWP,1.598714,1.383669,,2026-01-15,1.375249
Canadian Dollar,CAD,14.564603,14.039543,,2026-01-15,13.95411
Swiss Franc,CHF,25.232584,24.320841,,2026-01-15,24.172844
Danish Kroner,DKK,3.151417,3.038209,,2026-01-15,3.019721
Indian Rupee,INR,0.223807,0.215769,,2026-01-15,0.214456
Japanese Yen,JPY,0.126202,0.123352,,2026-01-15,0.123352
Namibia Dollar,NAD,1.232336,1.188035,,2026-01-15,1.180806
Norwegian Krone,NOK,2.009455,1.934975,,2026-01-15,1.9232
New Zealand Dollar,NZD,11.609371,11.120145,,2026-01-15,11.120145
Swedish Krona,SEK,2.197932,2.118937,,2026-01-15,2.106043
South African Rand,ZAR,1.220314,1.192767,,2026-01-15,1.192767
Euro,EUR,23.367841,22.843743,,2026-01-16,22.843743
Pound Sterling,GBP,26.932837,26.331353,,2026-01-16,26.331353
US Dollar,USD,20.101334,19.732666,,2026-01-16,19.732666
Australian Dollar,AUD,13.585511,13.093849,,2026-01-16,13.01417
Botswana Pula,BWP,1.60691,1.390584,,2026-01-16,1.382122
Canadian Dollar,CAD,14.623031,14.097114,,2026-01-16,14.01133
Swiss Franc,CHF,25.352905,24.437223,,2026-01-16,24.288517
Danish Kroner,DKK,3.158239,3.044837,,2026-01-16,3.026308
Indian Rupee,INR,0.225099,0.217014,,2026-01-16,0.215694
Japanese Yen,JPY,0.126818,0.123964,,2026-01-16,0.123964
Namibia Dollar,NAD,1.238855,1.194346,,2026-01-16,1.187078
Norwegian Krone,NOK,2.013984,1.941663,,2026-01-16,1.929847
New Zealand Dollar,NZD,11.657219,11.166143,,2026-01-16,11.166143
Swedish Krona,SEK,2.203872,2.124723,,2026-01-16,2.111793
South African Rand,ZAR,1.226814,1.198958,,2026-01-16,1.198958
Euro,EUR,23.648443,23.118658,,2026-01-17,23.118658
Pound Sterling,GBP,27.281186,26.66665,,2026-01-17,26.66665
US Dollar,USD,20.3112,19.9392,,2026-01-17,19.9392
Australian Dollar,AUD,13.762289,13.266571,,2026-01-17,13.185841
Botswana Pula,BWP,1.625742,1.405139,,2026-01-17,1.396588
Canadian Dollar,CAD,14.788459,14.25696,,2026-01-17,14.170204
Swiss Franc,CHF,25.643169,24.723802,,2026-01-17,24.573353
Danish Kroner,DKK,3.196821,3.081777,,2026-01-17,3.063024
Indian Rupee,INR,0.226504,0.218375,,2026-01-17,0.217046
Japanese Yen,JPY,0.128807,0.125935,,2026-01-17,0.125935
Namibia Dollar,NAD,1.25272,1.207744,,2026-01-17,1.200395
Norwegian Krone,NOK,2.03828,1.965078,,2026-01-17,1.95312
New Zealand Dollar,NZD,11.834417,11.338169,,2026-01-17,11.338169
Swedish Krona,SEK,2.227678,2.147683,,2026-01-17,2.134614
South African Rand,ZAR,1.240756,1.21243,,2026-01-17,1.21243
Euro,EUR,23.648443,23.118658,,2026-01-18,23.118658
Pound Sterling,GBP,27.281186,26.66665,,2026-01-18,26.66665
US Dollar,USD,20.3112,19.9392,,2026-01-18,19.9392
Australian Dollar,AUD,13.762289,13.266571,,2026-01-18,13.185841
Botswana Pula,BWP,1.625742,1.405139,,2026-01-18,1.396588
Canadian Dollar,CAD,14.788459,14.25696,,2026-01-18,14.170204
Swiss Franc,CHF,25.643169,24.723802,,2026-01-18,24.573353
Danish Kroner,DKK,3.196821,3.081777,,2026-01-18,3.063024
Indian Rupee,INR,0.226504,0.218375,,2026-01-18,0.217046
Japanese Yen,JPY,0.128807,0.125935,,2026-01-18,0.125935
Namibia Dollar,NAD,1.25272,1.207744,,2026-01-18,1.200395
Norwegian Krone,NOK,2.03828,1.965078,,2026-01-18,1.95312
New Zealand Dollar,NZD,11.834417,11.338169,,2026-01-18,11.338169
Swedish Krona,SEK,2.227678,2.147683,,2026-01-18,2.134614
South African Rand,ZAR,1.240756,1.21243,,2026-01-18,1.21243
Euro,EUR,23.648443,23.118658,,2026-01-19,23.118658
Pound Sterling,GBP,27.281186,26.66665,,2026-01-19,26.66665
US Dollar,USD,20.3112,19.9392,,2026-01-19,19.9392
Australian Dollar,AUD,13.762289,13.266571,,2026-01-19,13.185841
Botswana Pula,BWP,1.625742,1.405139,,2026-01-19,1.396588
Canadian Dollar,CAD,14.788459,14.25696,,2026-01-19,14.170204
Swiss Franc,CHF,25.643169,24.723802,,2026-01-19,24.573353
Danish Kroner,DKK,3.196821,3.081777,,2026-01-19,3.063024
Indian Rupee,INR,0.226504,0.218375,,2026-01-19,0.217046
Japanese Yen,JPY,0.128807,0.125935,,2026-01-19,0.125935
Namibia Dollar,NAD,1.25272,1.207744,,2026-01-19,1.200395
Norwegian Krone,NOK,2.03828,1.965078,,2026-01-19,1.95312
New Zealand Dollar,NZD,11.834417,11.338169,,2026-01-19,11.338169
Swedish Krona,SEK,2.227678,2.147683,,2026-01-19,2.134614
South African Rand,ZAR,1.240756,1.21243,,2026-01-19,1.21243
Euro,EUR,23.557407,23.029380,,2026-01-20,23.029380
Pound Sterling,GBP,27.172121,26.553780,,2026-01-20,26.553780
US Dollar,USD,20.210400,19.840000,,2026-01-20,19.840000
Australian Dollar,AUD,13.716486,13.220288,,2026-01-20,13.139840
Botswana Pula,BWP,1.470427,1.396176,,2026-01-20,1.387680
Canadian Dollar,CAD,14.734150,14.203400,,2026-01-20,14.116969
Swiss Franc,CHF,25.640672,24.711779,,2026-01-20,24.561404
Danish Kroner,DKK,3.183878,3.069882,,2026-01-20,3.051201
Indian Rupee,INR,0.225063,0.216985,,2026-01-20,0.215664
Japanese Yen,JPY,0.128233,0.125372,,2026-01-20,0.125372
Namibia Dollar,NAD,1.245478,1.200740,,2026-01-20,1.193434
Norwegian Krone,NOK,2.028567,1.955748,,2026-01-20,1.943847
New Zealand Dollar,NZD,11.832949,11.334680,,2026-01-20,11.334680
Swedish Krona,SEK,2.218690,2.139038,,2026-01-20,2.126021
South African Rand,ZAR,1.233470,1.205296,,2026-01-20,1.205296
